"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"162",326,"Hoboken Boat Charters",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,56,416,447,5,23,"Tourist attraction","None","['  We chartered the Popeye twice this fall. First, in September to get married (!!) and then again in October for my birthday. Both events were AMAZING. From the minute we connected with Adam for our small, private wedding, he was awesome. We … ', '  Went with friends (including out of town first time visitors to NY) on the Popeye for a 4 hour tour around Manhattan (including Statue of Liberty).  Adam was fabulous...he helped me to arrange the entire outing, including food delivery. A … ', ""  I couldn't think of a better way to create some magic on the Hudson River.  Adam and his crew made this as easy as possible for our party to sit back and enjoy our ride around the city.  Not only did they make it easy they made this 100% … ""]","https://www.google.com.tw/maps/place/Hoboken+Boat+Charters/data=!4m7!3m6!1s0x89c259b734b80357:0x85688aff10b2aba4!8m2!3d40.7515651!4d-74.0226933!16s%2Fg%2F11p644qjwt!19sChIJVwO4NLdZwokRpKuyEP-KaIU?authuser=0&hl=en&rclk=1",0.849394958971803
"163",327,"Hoboken Food Tour",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,250,14568,5358,4.2,5,"Tourist attraction","None","['  Took this tour recently. About a 3 hr walk from the area near the PATH Station through the heart of the old Italian neighborhood in Hoboken and back to near the Station. Stops (with tastings) included Carlo’s (“Cake Boss”) Bakery, Dom’s … ', ""  I was on this tour several years ago with my husband,  neighbor and her daughter. It was a blast with delicious food, knowledgeable, fun tour guide and interesting history. It inspired me...now I'm running one in Morristown! "", ""  I did this tour years ago !  The food was delicious, generous in portions and the tour guide was really knowledgeable.  We learned so much and had a fun time!  You won't be sorry! ""]","https://www.google.com.tw/maps/place/Hoboken+Food+Tour/data=!4m7!3m6!1s0x89c259e20d45048b:0x54b6ef0a9c2f8684!8m2!3d40.7357863!4d-74.0295265!16s%2Fg%2F1hf08k5ld!19sChIJiwRFDeJZwokRhIYvnArvtlQ?authuser=0&hl=en&rclk=1",4.59597116697958
"164",328,"Barsky Gallery",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,0,0,0,4.7,44,"Art gallery","None","['  A fantastic event space! I had my jungle themed baby shower here and everyone left saying how classy it was and how incredible the space was - its definitely a hidden gem in Hoboken. The owners Al and Vee are very easy to work with and … ', '  Had the pleasure of attending a theatrical performance at Barsky Gallery. The art is wonderful for any art lover, and the space is beautiful for various private events. Will certainly return soon! ', '  Had a Birthday celebration at this Art Gallery yesterday and the place was extraordinary.  The owner Al was a very pleasant gentlemen and helped us out in creating a very amazing atmosphere for this party & was very accommodating.  The … ']","https://www.google.com.tw/maps/place/Barsky+Gallery/data=!4m7!3m6!1s0x89c25744c5730989:0x8c57f3ea32404fb7!8m2!3d40.737444!4d-74.0431319!16s%2Fg%2F1hc1x6dw8!19sChIJiQlzxURXwokRt09AMurzV4w?authuser=0&hl=en&rclk=1",0
"165",332,"Harborside Park",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,0,0,0,4.6,21,"Park","Water-adjacent gathering spot with views & 2 playgrounds geared to different ages.","[""  Amazing view of new york city from Hoboken. It's essentially a pier with ferry serivce to new york. There are benches all around if you wanna look at THE CITY while enjoing calm and cooling winds and soothing sound of waves. "", ""  Beautiful place to walk and relax. Great place for a relaxing jog. If you like the outdoorsy atmosphere then you'll love this place because it has so many trees and a nice path. It's also a nice place to possibly catch a glance of wild … "", '  This Harborside Park  there\'s never a ton of kids there. There are 2 sets of playground equipment -- one for younger kids and one for older kids, though my son likes going to the one for ""older"" kids. It\'s adjacent to the Hudson Tea complex … ']","https://www.google.com.tw/maps/place/Harborside+Park/data=!4m7!3m6!1s0x89c259d642dde90d:0x8bd25729a1d42451!8m2!3d40.7550423!4d-74.0278449!16s%2Fg%2F1tcv2c7p!19sChIJDendQtZZwokRUSTUoSlX0os?authuser=0&hl=en&rclk=1",0
"166",334,"Hoboken / NJ Transit Terminal",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,241,2026,2744,4.2,99,"Ferry terminal","None","['  Great neighborhood, great place to walk around. Very peaceful. Nice waterfront viewpoints close to this neighborhood. Ferry is also close by. ', '  Could be better but not entirely awful. PATH platforms are usually a bit dirty but have been cleaner since COVID.  Train ticket machines are occasionally out of order which can be frustrating. Overall still better than a lot of MTA stations across the river. ', '  Huge transit terminal with some trains accessible and others are not. Path trains are accessible, there is a mini bus terminal and a light rail station none of which are accessible. ']","https://www.google.com.tw/maps/place/Hoboken+%2F+NJ+Transit+Terminal/data=!4m7!3m6!1s0x89c259e2f816201b:0x383d60b84d9de860!8m2!3d40.7353449!4d-74.0266767!16s%2Fg%2F11h0k4412!19sChIJGyAW-OJZwokRYOidTbhgPTg?authuser=0&hl=en&rclk=1",3.67034206049877
"167",340,"Pier 13 Hoboken",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,18,72,273,4.5,1321,"Beer garden","Seasonal open-air waterfront beer garden featuring food trucks, water sports & entertainment.","['  Really enjoyed this spot! Loved the vibe, the picnic tables and other seating, the views, and the various food trucks lined up on the pier. Great experience. One hundred percent recommend. … ', ""  My friend took me here while we were visiting on a sunny weekend. The vibe was cool and it was a great view and fun to hang but the service wasn't the best and quite confusing with how they run the tabs, took us a while to close out. It is … "", '  Lovely time here at Pier 13.\n\nParking, as within the entire Hoboken area, is tough. So unless you plan on … ']","https://www.google.com.tw/maps/place/Pier+13+Hoboken/data=!4m7!3m6!1s0x89c259d0d77c4229:0xaf7b654f0bb552d1!8m2!3d40.7516946!4d-74.0219544!16s%2Fg%2F11b7q29tgm!19sChIJKUJ819BZwokR0VK1C09le68?authuser=0&hl=en&rclk=1",0.26911605110767
"168",341,"Resilience Paddle Sports",2022-12-20 21:43:23,"Hoboken","Hudson","New Jersey",40.7452,-74.0281,4,6,34,5,154,"Canoe & kayak tour agency","None","['  We had a great time with Reliance Paddle. They made a bunch of us first timers feel completely at ease and made the 1 hour session on the water in kayaks a wonderful, friendly and fun experience. A few of us went back already and the rest also plan to do that soon. ', '  Our Team Wilderness teens always love a day of adventure with Resilience Paddle Sports! Noelle and her team are absolutely amazing with ensuring that we have a safe and empowering experience outdoors. We have so much fun while also learning … ', '  I had the most amazing experience with Resilience Paddle sports, great instructors and great people, always fun and exciting. ']","https://www.google.com.tw/maps/place/Resilience+Paddle+Sports/data=!4m7!3m6!1s0x89c259d0bbcd4dc5:0x8051db3977c135e0!8m2!3d40.7517009!4d-74.0233122!16s%2Fg%2F11cn721bd_!19sChIJxU3Nu9BZwokR4DXBdznbUYA?authuser=0&hl=en&rclk=1",0.0591710136736291
"169",345,"Brooklyn museum",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,83,366,1396,4.7,8897,"Museum","Beaux Arts landmark famed for ancient & modern art collections & world-class temporary exhibitions.","[""  An overall amazing experience. I've been here years ago and I love the fact that everything always change. They provide exhibits on things happening now from amazing artist from all over. A lot of walking will happen and you will also need … "", '  ON THE museum’S FIFTH FLOOR, just off yet more solemnly sober portraits of wealthy colonialists, is one of America’s oddest museum features: a heavy sampling of the Brooklyn museum’s hidden collections and artifacts. It’s some of the stuff … ', '  The Brooklyn museum is an entire vibe. I have been visiting the museum since I was a kid—the collections and varied exhibits are fun, modern, and they host many community programs such as arts for teens, poetry slams and the infamous First … ']","https://www.google.com.tw/maps/place/Brooklyn+museum/data=!4m7!3m6!1s0x89c25b0a449c39c9:0xc62355aa46c985fa!8m2!3d40.6712062!4d-73.9636306!16zL20vMDJ2cXcz!19sChIJyTmcRApbwokR-oXJRqpVI8Y?authuser=0&hl=en&rclk=1",1.24307469445416
"170",348,"Jane's Carousel",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,0,0,0,4.7,2466,"Amusement park ride","Restored 1922 carousel set in Brooklyn Bridge Park with the bridge & Manhattan skyline in view.","['  We travelled from the UK to have our wedding in NY and as soon as we original saw this place and the view it was an instant love and we booked it with no hesitation! The view is incredible no matter where you look. The carousel itself is so … ', ""  Rich history and breath taking view but ticket is only 2$ per person. Enjoyed a lot. This year is 100 th year of Jane's Carousel- unbelievable.. "", '  It was the 100-year-old birthday of Jane’s carousel! All staffs were friendly with a lot of fun activities! The ballon guy is so talented! I got a lot of attention when I carried this Pikachu around today in the city!! And the ride is only 2 bulks, why not come here to enjoy the awesome view with your loved ones! ']","https://www.google.com.tw/maps/place/Jane's+Carousel/data=!4m7!3m6!1s0x89c25a311f95d953:0x63ccbc2bfd4ed370!8m2!3d40.7043802!4d-73.9923923!16s%2Fm%2F05zz565!19sChIJU9mVHzFawokRcNNO_Su8zGM?authuser=0&hl=en&rclk=1",0
"171",349,"Brooklyn Botanic Garden",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,223,15989,2673,4.6,10891,"Botanical garden","A kid-friendly annual Cherry Blossom Festival, a Japanese garden & more, spread across 52 acres.","['  As of 04/30 Cherry blossoms 🌸 are at peak, so visit as soon as possible if you want to catch them. There will always be other gorgeous flowers after the blossoms come down. Plan to spend at least 90 minutes and note some days they close a … ', '  A beautiful garden and well maintained. There is something for everyone. My favorite was Japanese Garden and Cherry Lane. So beautiful and serene. Though it was Early spring, but there were beautiful flowers. Greenhouse had variety of Orchids, and other tropical plants. It was a fun visit and I would surely want to visit again. ', ""  Great time to visit botanical garden now ! The  Sakura trees are still in full Bloom.  it was wonderful To walk through the alleys. It's like you are in Wonderland : the ground is pink with petals , the trees are in full Bloom,  the sky is … ""]","https://www.google.com.tw/maps/place/Brooklyn+Botanic+Garden/data=!4m7!3m6!1s0x89c25b0e68bf8bc1:0x57422fe45b635cda!8m2!3d40.6685798!4d-73.9644696!16zL20vMDFyeG5t!19sChIJwYu_aA5bwokR2lxjW-QvQlc?authuser=0&hl=en&rclk=1",4.28901448058973
"172",350,"Prospect Park",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,26,628,430,4.7,23494,"Park","Sprawling city park featuring the Audubon Center in the historic Boathouse, plus Prospect Park Zoo.","['  The most beautiful park in Brooklyn! It is truly breathtaking. With lots of trails and interesting areas like the waterfall, the duck pond, the children’s corner, the botanical garden and the zoo. Gorgeous statues and interesting structures … ', '  One of the most beautiful places that Brooklyn have to offer, you can go there to relax chill have fun with your friends, usually before the Covid we used to go there every Sunday to the food festival it was amazing and I still miss it. … ', ""  I live at this park. From the waterfalls to the trails to the cute swans that live there. It's the best place. I spent a majority of my time there during the pandemic, I also used to go running a lot there. It's gorgeous in the Fall and … ""]","https://www.google.com.tw/maps/place/Prospect+Park/data=!4m7!3m6!1s0x89c25b1087680443:0x178bf7c600df7a98!8m2!3d40.6602037!4d-73.9689558!16zL20vMDFzN2p3!19sChIJQwRohxBbwokRmHrfAMb3ixc?authuser=0&hl=en&rclk=1",0.421868974666688
"173",353,"Brooklyn Museum",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,152,993,2358,4.4,2808,"Museum","Circa-1899 museum, billed as the world's first for kids, with 30,000+ objects & hands-on exhibits.","['  We had a wonderful time at the children’s museum! We attended their Halloween event and it was just the best. They had super hero characters and the staff gave out candy. The space is so fun with lots of stuff for kids to do. Mixed with … ', '  Fun spot for kids of any age. Plenty of self guided and hands on fun. Also look for cultural experiences at various times of the year. Chinese New Year was especially vibrant. Multi use space upstairs has rotating events and the rooftop space is a great relaxing area. ', '  This museum is great!! My kid loves running around in here. They pull from the community to mimic local businesses, which makes for a fun, authentic learning experience for the kids about commerce and culture and nature and all kinds of … ']","https://www.google.com.tw/maps/place/Brooklyn+Children's+museum/data=!4m7!3m6!1s0x89c25b83974ed2f7:0x62db893dfec0844a!8m2!3d40.6744611!4d-73.9439863!16zL20vMDcwczRn!19sChIJ99JOl4NbwokRSoTA_j2J22I?authuser=0&hl=en&rclk=1",2.29688884239568
"174",354,"Domino Park",2022-12-20 21:43:23,"Brooklyn","Kings","New York",40.6501,-73.9496,2,18,18,4.8,4990,"Park","Green space with a playground, dog run & East River views, situated at a former sugar refinery.","['  Park is great for kids and adults. You can take a blanket and lay down there, make a picnic. Also very cute playground. View is awesome. There are small store to buy snacks and beverages. Around the area is awesome places for lunch and dinners. Highly recommend ', '  such an underrated park! definitely a gem of a place with great walkways along the water and a breathtaking view (especially at night!). not many people around so you can enjoy the views without a crowd. highly recommend checking out! ', '  Beautiful transformation of this area to a park. Limited street parking. Boardwalk, green grass, dog park, volleyball court, ""beach chairs"" and a playground for kids. Really beautiful place for a date or just to relax and watch the river, the 3 bridges and skyline of Manhattan. ']","https://www.google.com.tw/maps/place/Domino+Park/data=!4m7!3m6!1s0x89c25941934bb85f:0x486aa5dc8e5c1416!8m2!3d40.7148803!4d-73.967851!16s%2Fg%2F11g0mh05k0!19sChIJX7hLk0FZwokRFhRcjtylakg?authuser=0&hl=en&rclk=1",0.0305343366955949
